epsilon,eps_actual,graph_type,exp_idx,n,method,t_embed,r0_fit,r1_fit,n_iter,termination_reason,t_spd,stress,pointwise_stress,distortion,sgs,np_score,alpha,source_shard,theta_fit
0.16,0.176,euclidean,117,104,TorusMDS,1.9825,,,3456.0,tolerance,0.0014,0.1129682764058775,0.1436855683020669,0.0888366354173537,0.9712673500014212,0.9096759735838428,17.561761,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,118,602,TorusMDS,2.3489,,,3328.0,tolerance,0.1206,0.133617758769579,0.2021325598340702,0.1185356547354243,0.9549099760827492,0.9698732687350716,8.005915,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.12,euclidean,119,155,TorusMDS,2.1856,,,3968.0,tolerance,0.0025,0.0810952595665815,0.1254640450119479,0.0699049076282821,0.983255910716076,0.9041604098515864,27.578298,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,120,320,TorusMDS,1.6277,,,2816.0,tolerance,0.03,0.1659211301996401,0.2123529942282382,0.1452347201823761,0.8525641983176069,0.9775477869212712,4.784607,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,121,911,TorusMDS,2.2809,,,2304.0,tolerance,0.8318,0.2096409164363442,0.2785854716649155,0.1836331832259653,0.8723113015421562,0.9693936071381084,6.701524,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,122,535,TorusMDS,2.6421,,,4224.0,tolerance,0.0498,0.0844407968964138,0.141594740148596,0.0755683603811986,0.9823453110684526,0.9384245667362728,13.869027,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,123,395,TorusMDS,1.9384,,,3072.0,tolerance,0.0497,0.1688688711181339,0.2163862094072888,0.1481875258860939,0.8502791723951267,0.9788399855959544,4.75255,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,124,101,TorusMDS,1.3202,,,2304.0,tolerance,0.0028,0.1790712941240101,0.2294381522076189,0.1544847973540638,0.8500722799944589,0.9883229650806394,4.228511,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,125,841,TorusMDS,1.979,,,2304.0,tolerance,0.5577,0.1628542525464041,0.2332761950079669,0.1428048652466768,0.9312120798988124,0.9694476446234324,6.330417,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,126,858,TorusMDS,2.5934,,,2432.0,tolerance,0.9455,0.2023230599781464,0.2701522266946451,0.178629499452047,0.8598896798826312,1.0,3.788101,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,127,148,TorusMDS,1.5916,,,2944.0,tolerance,0.0028,0.1601609761525284,0.192092223042692,0.1255424096218927,0.9305336437621586,0.8595197273435728,12.90907,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,128,518,TorusMDS,1.6244,,,2560.0,tolerance,0.0722,0.1361402148011333,0.1822738368638754,0.1186438104363244,0.9186442039598278,0.9349339669799605,5.944504,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,129,696,TorusMDS,2.1364,,,3200.0,tolerance,0.2453,0.1102036152554524,0.1734763189564986,0.0983373775467911,0.9694093470301188,0.9371972924136986,9.843156,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.11,toroidal,130,175,TorusMDS,2.1977,,,3968.0,tolerance,0.0032,0.1801738477759579,0.1799290284424104,0.1362482029467777,0.8737072435308086,0.8714277258689022,15.461544,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.13,toroidal,131,127,TorusMDS,1.6813,,,2944.0,tolerance,0.0018,0.222824865251468,0.2110099803902213,0.1529227107376181,0.8356705280412284,0.8174019566969186,13.661603,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,132,325,TorusMDS,2.0577,,,3584.0,tolerance,0.0397,0.1778395231808665,0.2459013809273234,0.1574038239157853,0.9139837471241716,0.9821347651624744,6.214729,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,133,612,TorusMDS,1.9372,,,2816.0,tolerance,0.1127,0.1354221412886075,0.1819777701955375,0.1183430567316908,0.9209229136666076,0.951779473046614,5.901255,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,134,100,TorusMDS,1.4716,,,2560.0,tolerance,0.0017,0.1356759763581695,0.17563215844643,0.1150064414236354,0.913544548332754,0.8837138984571172,6.427292,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,135,884,TorusMDS,3.4944,,,4736.0,tolerance,0.4834,0.1333585057460061,0.2009035228558842,0.1188548980838571,0.9549887253633476,0.9739260411072228,7.979795,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,136,110,TorusMDS,1.6281,,,2816.0,tolerance,0.0032,0.1649483145572745,0.2332383082744721,0.145722036370367,0.923102478542135,0.9698205172601644,6.124111,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,137,829,TorusMDS,2.1833,,,2560.0,tolerance,0.5208,0.1612297286017789,0.2264268240696211,0.1404943487111329,0.9270097647813352,0.9675480377476968,6.377358,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,138,237,TorusMDS,1.9212,,,3328.0,tolerance,0.0105,0.1297739770518564,0.1766660955352769,0.1128978431507843,0.9232493322888636,0.924328136758928,6.135514,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,139,283,TorusMDS,2.0414,,,3456.0,tolerance,0.0117,0.1070504558914615,0.1443621759858873,0.0924415402072774,0.947019985389819,0.9061653863676132,8.256747,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,140,864,TorusMDS,2.1271,,,2432.0,tolerance,0.5629,0.167269761666099,0.2340918002755642,0.1472699248833765,0.9264818954311254,0.9643207482211174,6.357194,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,141,272,TorusMDS,2.3055,,,3968.0,tolerance,0.0208,0.1555363564979316,0.2196927638507399,0.1366950338577968,0.9344113031103232,0.973449538546395,6.423002,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,142,143,TorusMDS,1.329,,,2432.0,tolerance,0.0059,0.1853157789099705,0.2351754158197929,0.1598034590513098,0.8418726444936536,0.9954883230484062,4.174723,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,143,331,TorusMDS,1.6138,,,2816.0,tolerance,0.0157,0.0842097623428497,0.1417005353730859,0.0742276885057382,0.9834822964402944,0.9313140815504304,13.996735,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,144,216,TorusMDS,1.8999,,,3328.0,tolerance,0.015,0.2412357266379,0.3080673331855063,0.2022365567831314,0.7203821589924906,0.990642693447592,4.095736,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,145,282,TorusMDS,1.9102,,,3200.0,tolerance,0.0161,0.2041585797865136,0.2804896497361858,0.1710188719748348,0.7913407510345574,0.725710612159629,5.948719,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.14,toroidal,146,111,TorusMDS,1.3265,,,2304.0,tolerance,0.0016,0.1608243073502975,0.1661506535808248,0.1211335584706625,0.9070648013603588,0.8875298008694763,11.258312,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,147,512,TorusMDS,1.6357,,,2560.0,tolerance,0.0433,0.0873916668739873,0.1494303806111932,0.0777699686478895,0.9826042421299808,0.9265072974856566,13.74357,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,148,264,TorusMDS,1.5882,,,2688.0,tolerance,0.02,0.1615086869808243,0.2266535317084596,0.1419911649383367,0.930438279448551,0.9705598196954875,6.59055,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,149,219,TorusMDS,2.335,,,4096.0,tolerance,0.0118,0.1559230285640739,0.2171279976838617,0.1383353992840607,0.9336089959882692,0.9675746827637576,6.583052,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,toroidal,150,364,TorusMDS,1.9257,,,3072.0,tolerance,0.072,0.2632500059833075,0.3336933139243678,0.2247408194795281,0.7125830011591211,1.0,3.705251,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.11,toroidal,151,200,TorusMDS,1.9461,,,3456.0,tolerance,0.0042,0.1284709053493531,0.1433921737255523,0.1009359601428328,0.9263453357266724,0.894138668950588,14.294936,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.192,euclidean,152,109,TorusMDS,1.4364,,,2560.0,tolerance,0.0018,0.088146876861746,0.1399703398237551,0.0784546946094832,0.9793502228284368,0.9368837846845852,12.848257,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,153,597,TorusMDS,1.7706,,,2688.0,tolerance,0.0644,0.1700473345948765,0.2096714968766116,0.1361381477138021,0.9127107254172128,0.8135177445850698,11.167743,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,154,106,TorusMDS,2.3831,,,4224.0,tolerance,0.0019,0.101508202575397,0.1581791712819174,0.0892793088500683,0.9726383831392976,0.9301927924710344,12.149526,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,155,822,TorusMDS,1.6942,,,2560.0,tolerance,0.2068,0.1802353602487262,0.2563160339728863,0.1444989935907142,0.8358199687861327,0.6742591089680873,12.409523,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,156,126,TorusMDS,1.3952,,,2432.0,tolerance,0.0034,0.1589717807281601,0.2079923830003525,0.1407611683260379,0.8829301850498579,0.9495596026233192,4.954443,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,157,551,TorusMDS,2.252,,,3456.0,tolerance,0.052,0.0870239029470157,0.1415936291848908,0.0775455745348905,0.9816851767106448,0.9423434515903932,13.555123,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,158,902,TorusMDS,2.006,,,2304.0,tolerance,0.4859,0.1443860090094861,0.2113150230969367,0.1274663811629888,0.945996794978739,0.9546079036383832,8.031963,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,159,110,TorusMDS,1.42,,,2560.0,tolerance,0.0022,0.1181368973243608,0.1766183495565357,0.1054158677038821,0.9627045919056374,0.9515149309068672,8.720734,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,160,169,TorusMDS,2.7102,,,4992.0,tolerance,0.0068,0.146448580625232,0.2088030172660544,0.1288907962200414,0.9388568019822328,0.9667185751547608,6.631075,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,161,126,TorusMDS,2.0993,,,3584.0,tolerance,0.0025,0.096156805518447,0.1517365367937566,0.0855533879722921,0.975290259980625,0.941627244387456,12.00022,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,162,604,TorusMDS,2.3675,,,3584.0,tolerance,0.0624,0.0826219246997354,0.144629800798497,0.0739488978457465,0.9840330185931672,0.9314899440434378,13.770904,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.13,euclidean,163,218,TorusMDS,2.6476,,,4608.0,tolerance,0.0052,0.1771386171993973,0.2062557994682107,0.1399173595101858,0.9081510627751638,0.842236238937174,15.955526,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,164,731,TorusMDS,1.9728,,,2944.0,tolerance,0.2302,0.1952768793577971,0.2573069415496674,0.1619407404120679,0.8796497608209333,0.8188461284507735,8.03018,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,euclidean,165,100,TorusMDS,1.854,,,3200.0,tolerance,0.0014,0.1969420886372133,0.2189681688153307,0.1548190477762729,0.9070986950709532,0.8055341780955156,14.691543,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,166,910,TorusMDS,2.2249,,,2560.0,tolerance,0.65,0.1644921875513429,0.2342245473557804,0.1442227400450218,0.9287452506410836,0.968735665443934,6.436807,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,167,390,TorusMDS,1.3721,,,2304.0,tolerance,0.0639,0.1934265769676973,0.2601773787928634,0.1707637548319071,0.8965151933617999,0.9632763508245248,6.810948,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,168,951,TorusMDS,2.3902,,,2944.0,tolerance,0.4288,0.1080250385412818,0.1774142707653722,0.0966862931711184,0.9721545131006772,0.9554888588844404,9.679712,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,169,136,TorusMDS,1.4798,,,2560.0,tolerance,0.0032,0.1264055606732916,0.1708900778572192,0.1090155558781842,0.9240282600197725,0.9054884647268618,6.317635,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,170,441,TorusMDS,2.0187,,,3328.0,tolerance,0.0474,0.1377532544827134,0.185210833687582,0.1206749875628498,0.92190748298492,0.94496821267944,5.950456,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,171,159,TorusMDS,1.8004,,,3328.0,tolerance,0.004,0.1021440288405489,0.1601364097243723,0.0914705909784891,0.9728307233387998,0.9489168198783604,10.851803,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,172,327,TorusMDS,1.9748,,,3328.0,tolerance,0.1083,0.1591316445508711,0.2253891372323319,0.1396615323487839,0.9306725220869876,0.9763002685349988,6.422771,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,euclidean,173,404,TorusMDS,2.335,,,3840.0,tolerance,0.0171,0.0663289793504835,0.1072600062229588,0.0574525013054232,0.9896639453272146,0.8829092019092017,24.60809,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,174,114,TorusMDS,1.7248,,,2944.0,tolerance,0.0027,0.1263361609978776,0.1903626301224284,0.1130043907438723,0.95737429563254,0.9620872015295856,8.395749,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,175,426,TorusMDS,1.9641,,,3328.0,tolerance,0.0209,0.0837703296397443,0.1117661763473889,0.071042607386823,0.9668632680246392,0.9017507770007768,13.668137,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,176,884,TorusMDS,2.1461,,,2816.0,tolerance,0.2798,0.120747926316022,0.1855240753552811,0.1081504619265547,0.965549967525676,0.955960604882586,9.902582,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,177,146,TorusMDS,1.7971,,,3328.0,tolerance,0.0063,0.1766970399363716,0.2434796419557098,0.1571318326313955,0.913073825822044,0.9856457136099424,6.197885,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,178,977,TorusMDS,2.1481,,,2688.0,tolerance,0.449,0.1155657501925589,0.1807023706350013,0.1030294728432031,0.9676101737225936,0.9528001849151712,9.725182,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.12,toroidal,179,117,TorusMDS,1.9822,,,3456.0,tolerance,0.0014,0.2137642732584449,0.2235924355692196,0.1699842177801637,0.8235844841407931,0.8377603744724488,16.637818,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,180,137,TorusMDS,1.494,,,2560.0,tolerance,0.0042,0.1758772615848314,0.2373556174849684,0.148172147816553,0.9070557502595494,0.8883925383650316,6.151547,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,181,143,TorusMDS,2.1072,,,3840.0,tolerance,0.0033,0.1024400890829915,0.161168500786434,0.0912715901073036,0.972448101478864,0.9432877689489224,11.032433,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,182,196,TorusMDS,1.4619,,,2560.0,tolerance,0.0054,0.1043567765163523,0.1449605145163495,0.0890259353030174,0.9507282632546258,0.928333270593365,8.719825,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,183,355,TorusMDS,1.915,,,3328.0,tolerance,0.0134,0.0800259298483766,0.1111050585733781,0.0673541306413136,0.969967865524934,0.8866245976245973,14.254124,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,euclidean,184,106,TorusMDS,1.3431,,,2304.0,tolerance,0.0017,0.1685870725267604,0.2160840711632807,0.1355827872738106,0.919205140033004,0.8286613147826134,9.724507,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,185,690,TorusMDS,2.0963,,,2816.0,tolerance,0.3304,0.1559933642904759,0.2212909498055413,0.1367393234459217,0.9325094040884772,0.9697612648085844,6.415718,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,186,300,TorusMDS,2.3231,,,3840.0,tolerance,0.0092,0.1333930865558764,0.1366077045651693,0.0948902319855559,0.9284365906652802,0.9168339912546688,15.231611,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,187,843,TorusMDS,2.3684,,,2816.0,tolerance,0.5139,0.1586590250765425,0.2258530460382387,0.138436454884738,0.9298496627739954,0.9648069626330924,6.313078,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,188,550,TorusMDS,1.8221,,,2816.0,tolerance,0.0372,0.1874129505934279,0.2618016251530575,0.1505768034856125,0.8219258525224439,0.6643931770843536,13.048113,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,toroidal,189,178,TorusMDS,1.7003,,,3072.0,tolerance,0.0848,0.1612535869692375,0.2081238104731108,0.141915269776888,0.8714963472811907,0.9608659631955264,4.855729,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,190,525,TorusMDS,2.0775,,,3072.0,tolerance,0.1561,0.190393518565658,0.2358366235756269,0.1638821719084217,0.8302040425819344,0.9987775291309902,4.12235,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,toroidal,191,256,TorusMDS,2.3105,,,3968.0,tolerance,0.022,0.1908180904487023,0.2431391697083147,0.1644250125760905,0.841149336744188,0.997329756533074,4.13156,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.1,toroidal,192,563,TorusMDS,1.5523,,,2432.0,tolerance,0.0402,0.1817249340893145,0.2691194532625894,0.1462817530273905,0.837908226197311,0.667966411628883,12.873241,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,193,271,TorusMDS,2.1059,,,3584.0,tolerance,0.0204,0.1556178362588495,0.215349772101667,0.1365431859583822,0.9331159256031886,0.9713255741040276,6.575642,results/grg_normalized_TorusMDS_comparison.csv,
0.4,0.4,euclidean,194,215,TorusMDS,1.877,,,3328.0,tolerance,0.0923,0.1856974013479641,0.251944239774663,0.1641112011301118,0.9025888800600133,0.9798118261781896,6.32456,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,195,638,TorusMDS,1.7795,,,2560.0,tolerance,0.0812,0.1046837376899408,0.1491286008494124,0.0913395265766562,0.9515435010256976,0.9301723666383162,7.900595,results/grg_normalized_TorusMDS_comparison.csv,
0.22,0.22,toroidal,196,186,TorusMDS,1.7146,,,3072.0,tolerance,0.0063,0.1342271838059478,0.1824126736498328,0.1161390928263265,0.9253139260174472,0.9274570334428696,6.14641,results/grg_normalized_TorusMDS_comparison.csv,
0.1,0.11,toroidal,197,142,TorusMDS,2.0332,,,3712.0,tolerance,0.0019,0.2237084028285385,0.2188806001742284,0.1678420969412084,0.9203420601241392,0.7947516431614375,22.424632,results/grg_normalized_TorusMDS_comparison.csv,
0.16,0.16,toroidal,198,733,TorusMDS,2.4162,,,3584.0,tolerance,0.1137,0.1904573218153895,0.2631032728677499,0.1552108753686565,0.810566484189896,0.6757492589200076,7.742577,results/grg_normalized_TorusMDS_comparison.csv,
0.34,0.34,euclidean,199,636,TorusMDS,1.8952,,,2432.0,tolerance,0.3143,0.166929167396687,0.2343944541721868,0.1462791423324491,0.9232945212137156,0.969342188444652,6.399556,results/grg_normalized_TorusMDS_comparison.csv,
0.28,0.28,euclidean,0,433,wrap_typescript,18.7898,,,,,0.1244,0.2225748311524135,0.2390506451504279,0.1711729791126793,0.8327700454894368,0.8292807269159452,6.574337,results/grg_normalized_wrap_typescript_comparison.csv,
0.16,0.16,toroidal,1,633,wrap_typescript,47.0015,,,,,0.0876,0.4296373325276317,0.3637800596394268,0.320561226488615,0.091980632469367,0.3381012167704057,7.264735,results/grg_normalized_wrap_typescript_comparison.csv,
0.4,0.4,toroidal,2,271,wrap_typescript,5.2941,,,,,0.0362,0.2981606031123291,0.3432027847429901,0.2387913079383115,0.670965321164523,1.0,4.228758,results/grg_normalized_wrap_typescript_comparison.csv,
0.28,0.28,toroidal,3,400,wrap_typescript,13.7756,,,,,0.0573,0.1711407967393879,0.2207427970228165,0.1493653056265984,0.8505769927446957,0.9612982742666418,4.762535,results/grg_normalized_wrap_typescript_comparison.csv,
0.4,0.4,toroidal,4,505,wrap_typescript,25.1783,,,,,0.3141,0.3796365664111509,0.4561722443103059,0.3113687041543245,0.5360833587454574,1.0,3.99213,results/grg_normalized_wrap_typescript_comparison.csv,
0.34,0.34,toroidal,5,211,wrap_typescript,2.9409,,,,,0.0152,0.1874129907009684,0.2383115017041368,0.1611762585747303,0.8390280368846772,0.9949096328146207,4.163572,results/grg_normalized_wrap_typescript_comparison.csv,
